Timestamp	Type	Process	Thread	Subsystem	Category	Message	
01:29.700.158	Error	Unknown (0)	_dispatch_workloop_worker_thread  0x186f	Sandbox	Default	1 duplicate report for Sandbox: com.apple.WebKit.Networking(434) deny(1) mach-lookup com.apple.diagnosticd	
01:29.700.159	Error	Unknown (0)	_dispatch_workloop_worker_thread  0x186f	Sandbox	Default	Sandbox: com.apple.WebKit.GPU(431) deny(1) mach-lookup com.apple.diagnosticd	
01:29.700.173	Error	Unknown (0)	_dispatch_workloop_worker_thread  0x186f	Sandbox	Default	Sandbox: com.apple.WebKit.Networking(434) deny(1) mach-lookup com.apple.diagnosticd	
01:29.700.184	Error	Unknown (0)	_dispatch_workloop_worker_thread  0x186f	Sandbox	Default	Sandbox: com.apple.WebKit.GPU(431) deny(1) mach-lookup com.apple.diagnosticd	
01:29.700.197	Error	Unknown (0)	_dispatch_workloop_worker_thread  0x186f	Sandbox	Default	Sandbox: com.apple.WebKit.Networking(434) deny(1) mach-lookup com.apple.diagnosticd	
01:29.700.208	Error	Unknown (0)	_dispatch_workloop_worker_thread  0x186f	Sandbox	Default	Sandbox: com.apple.WebKit.GPU(431) deny(1) mach-lookup com.apple.diagnosticd	
01:29.700.242	Error	Unknown (0)	_dispatch_workloop_worker_thread  0x186f	Sandbox	Default	1 duplicate report for Sandbox: com.apple.WebKit.GPU(431) deny(1) mach-lookup com.apple.diagnosticd	
01:29.700.246	Error	Unknown (0)	_dispatch_workloop_worker_thread  0x186f	Sandbox	Default	Sandbox: com.apple.WebKit.Networking(434) deny(1) mach-lookup com.apple.diagnosticd	
01:29.700.287	Error	Unknown (0)	_dispatch_workloop_worker_thread  0x186f	Sandbox	Default	1 duplicate report for Sandbox: com.apple.WebKit.Networking(434) deny(1) mach-lookup com.apple.diagnosticd	
01:29.700.288	Error	Unknown (0)	_dispatch_workloop_worker_thread  0x186f	Sandbox	Default	Sandbox: com.apple.WebKit.GPU(431) deny(1) mach-lookup com.apple.diagnosticd	
01:29.700.323	Error	Unknown (0)	_dispatch_workloop_worker_thread  0x186f	Sandbox	Default	1 duplicate report for Sandbox: com.apple.WebKit.GPU(431) deny(1) mach-lookup com.apple.diagnosticd	
01:29.700.324	Error	Unknown (0)	_dispatch_workloop_worker_thread  0x186f	Sandbox	Default	Sandbox: com.apple.WebKit.Networking(434) deny(1) mach-lookup com.apple.diagnosticd	
01:29.700.406	Error	Unknown (0)	_dispatch_workloop_worker_thread  0x186f	Sandbox	Default	2 duplicate reports for Sandbox: com.apple.WebKit.Networking(434) deny(1) mach-lookup com.apple.diagnosticd	
01:29.700.407	Error	Unknown (0)	_dispatch_workloop_worker_thread  0x186f	Sandbox	Default	Sandbox: com.apple.WebKit.GPU(431) deny(1) mach-lookup com.apple.diagnosticd	
01:29.700.429	Error	Unknown (0)	_dispatch_workloop_worker_thread  0x186f	Sandbox	Default	Sandbox: com.apple.WebKit.Networking(434) deny(1) mach-lookup com.apple.diagnosticd	
01:29.700.449	Error	Unknown (0)	_dispatch_workloop_worker_thread  0x186f	Sandbox	Default	Sandbox: com.apple.WebKit.GPU(431) deny(1) mach-lookup com.apple.diagnosticd	
01:29.700.470	Error	Unknown (0)	_dispatch_workloop_worker_thread  0x186f	Sandbox	Default	Sandbox: com.apple.WebKit.Networking(434) deny(1) mach-lookup com.apple.diagnosticd	
01:29.700.497	Error	Unknown (0)	_dispatch_workloop_worker_thread  0x186f	Sandbox	Default	Sandbox: com.apple.WebKit.GPU(431) deny(1) mach-lookup com.apple.diagnosticd	
01:29.700.511	Error	Unknown (0)	_dispatch_workloop_worker_thread  0x186f	Sandbox	Default	Sandbox: com.apple.WebKit.Networking(434) deny(1) mach-lookup com.apple.diagnosticd	
01:29.700.563	Error	Unknown (0)	_dispatch_workloop_worker_thread  0x186f	Sandbox	Default	2 duplicate reports for Sandbox: com.apple.WebKit.Networking(434) deny(1) mach-lookup com.apple.diagnosticd	
01:29.700.564	Error	Unknown (0)	_dispatch_workloop_worker_thread  0x186f	Sandbox	Default	Sandbox: com.apple.WebKit.GPU(431) deny(1) mach-lookup com.apple.diagnosticd	
01:29.700.589	Error	Unknown (0)	_dispatch_workloop_worker_thread  0x186f	Sandbox	Default	Sandbox: com.apple.WebKit.Networking(434) deny(1) mach-lookup com.apple.diagnosticd	
01:29.700.700	Error	Unknown (0)	_dispatch_workloop_worker_thread  0x186f	Sandbox	Default	5 duplicate reports for Sandbox: com.apple.WebKit.Networking(434) deny(1) mach-lookup com.apple.diagnosticd	
01:29.700.701	Error	Unknown (0)	_dispatch_workloop_worker_thread  0x186f	Sandbox	Default	Sandbox: com.apple.WebKit.GPU(431) deny(1) mach-lookup com.apple.diagnosticd	
01:29.700.746	Error	Unknown (0)	_dispatch_workloop_worker_thread  0x186f	Sandbox	Default	Sandbox: com.apple.WebKit.Networking(434) deny(1) mach-lookup com.apple.diagnosticd	
01:29.700.878	Error	Unknown (0)	_dispatch_workloop_worker_thread  0x186f	Sandbox	Default	5 duplicate reports for Sandbox: com.apple.WebKit.Networking(434) deny(1) mach-lookup com.apple.diagnosticd	
01:29.700.879	Error	Unknown (0)	_dispatch_workloop_worker_thread  0x186f	Sandbox	Default	Sandbox: com.apple.WebKit.GPU(431) deny(1) mach-lookup com.apple.diagnosticd	
01:29.700.914	Error	Unknown (0)	_dispatch_workloop_worker_thread  0x186f	Sandbox	Default	Sandbox: com.apple.WebKit.Networking(434) deny(1) mach-lookup com.apple.diagnosticd	
01:29.700.947	Error	Unknown (0)	_dispatch_workloop_worker_thread  0x186f	Sandbox	Default	1 duplicate report for Sandbox: com.apple.WebKit.Networking(434) deny(1) mach-lookup com.apple.diagnosticd	
01:29.700.948	Error	Unknown (0)	_dispatch_workloop_worker_thread  0x186f	Sandbox	Default	Sandbox: com.apple.WebKit.GPU(431) deny(1) mach-lookup com.apple.diagnosticd	
01:29.701.010	Error	Unknown (0)	_dispatch_workloop_worker_thread  0x186f	Sandbox	Default	1 duplicate report for Sandbox: com.apple.WebKit.GPU(431) deny(1) mach-lookup com.apple.diagnosticd	
01:29.701.011	Error	Unknown (0)	_dispatch_workloop_worker_thread  0x186f	Sandbox	Default	Sandbox: com.apple.WebKit.Networking(434) deny(1) mach-lookup com.apple.diagnosticd	
01:29.701.039	Error	Unknown (0)	_dispatch_workloop_worker_thread  0x186f	Sandbox	Default	Sandbox: com.apple.WebKit.GPU(431) deny(1) mach-lookup com.apple.diagnosticd	
01:29.701.052	Error	Unknown (0)	_dispatch_workloop_worker_thread  0x186f	Sandbox	Default	Sandbox: com.apple.WebKit.Networking(434) deny(1) mach-lookup com.apple.diagnosticd	
01:29.701.081	Error	Unknown (0)	_dispatch_workloop_worker_thread  0x186f	Sandbox	Default	Sandbox: com.apple.WebKit.GPU(431) deny(1) mach-lookup com.apple.diagnosticd	
01:29.701.095	Error	Unknown (0)	_dispatch_workloop_worker_thread  0x186f	Sandbox	Default	Sandbox: com.apple.WebKit.Networking(434) deny(1) mach-lookup com.apple.diagnosticd	
01:29.701.116	Error	Unknown (0)	_dispatch_workloop_worker_thread  0x186f	Sandbox	Default	Sandbox: com.apple.WebKit.GPU(431) deny(1) mach-lookup com.apple.diagnosticd	
01:29.701.195	Error	Unknown (0)	_dispatch_workloop_worker_thread  0x186f	Sandbox	Default	1 duplicate report for Sandbox: com.apple.WebKit.GPU(431) deny(1) mach-lookup com.apple.diagnosticd	
01:29.701.196	Error	Unknown (0)	_dispatch_workloop_worker_thread  0x186f	Sandbox	Default	Sandbox: com.apple.WebKit.Networking(434) deny(1) mach-lookup com.apple.diagnosticd	
01:29.701.942	Default	News (425)	Main Thread  0x1a84	com.apple.WebKit	ViewState	0x104dc2400 - WKApplicationStateTrackingView: View with page [0x1084b5518, pageProxyID=47] was removed from a window, _lastObservedStateWasBackground=0	
01:29.703.498	Default	mobileassetd (397)	_dispatch_workloop_worker_thread  0x1849	com.apple.mobileassetd	Notice	-[DownloadInfo addNewRateDataPoint:]: DownloadInfo taskDescriptor: com_apple_MobileAsset_IOAccessoryManager.xml . task: BackgroundDownloadTask <081A6603-E424-45BA-9352-5577C1FCBE08>.<88> taskState: running statusCode: -1 downloadSize: 0 progress: 0 / 0 isStalled: NO numStalls: 0 numNoLongerStalls: 0 backtracks: 0 callbackCount: 1 hasExtractor: NO originalUrl: https://mesu.apple.com/assets/com_apple_MobileAsset_IOAccessoryManager/com_apple_MobileAsset_IOAccessoryManager.xml cacheServerUrl: (null) assetType: (null) purpose: (null) shouldRetry: YES ifModifiedDate: 2017-01-03 20:00:40 +0000 options: MADownloadOptions allowsCellular: 0 resourceTimeout: 900 canUseCacheServer: 0 discretionary: 1 disableUI: 0 sessionId: (null) additionalServerParams:(null) allowsExpensiveAccess:1 requiresPowerPluggedIn: 0 prefersInfraWiFi: 1 liveServerOnly: -1 DownloadAuthorizationHeader: not present analyticsData: not present allowDaemonConnectionRetries: 0  + MAMsuDownloadOptions reqProdVersion: (null) delayPeriod: 0 managedDevice: 0 allowSameVersion: 0 prereqBuild: (null) prereqVersion: (null) prereqReleaseType: (default) liveAssetAudienceUUID: (null) purpose: (null)
[DOWNLOAD_INFO] {addNewRateDataPoint} Download has not progressed since last update, however, download appears to be complete. Previous Total Downloaded: 0, Total Expected: 0	
01:29.703.597	Default	News (425)	Main Thread  0x1a84	com.apple.WebKit	ViewState	0x1084b4e00 (pageProxyID=47) -[WKWebView _endLiveResize]	
01:29.704.097	Default	mobileassetd (397)	_dispatch_workloop_worker_thread  0x1849	com.apple.mobileassetd	Notice	-[DownloadInfo addNewRateDataPoint:]: DownloadInfo taskDescriptor: com_apple_MobileAsset_TopLevelDomainDafsa.xml . task: BackgroundDownloadTask <829AE144-084F-4F0F-8E22-05EFC96015A9>.<86> taskState: running statusCode: -1 downloadSize: 0 progress: 0 / 0 isStalled: NO numStalls: 0 numNoLongerStalls: 0 backtracks: 0 callbackCount: 1 hasExtractor: NO originalUrl: https://mesu.apple.com/assets/com_apple_MobileAsset_TopLevelDomainDafsa/com_apple_MobileAsset_TopLevelDomainDafsa.xml cacheServerUrl: (null) assetType: (null) purpose: (null) shouldRetry: YES ifModifiedDate: (null) options: MADownloadOptions allowsCellular: 0 resourceTimeout: 60 canUseCacheServer: 1 discretionary: 0 disableUI: 0 sessionId: (null) additionalServerParams:(null) allowsExpensiveAccess:1 requiresPowerPluggedIn: 0 prefersInfraWiFi: 1 liveServerOnly: -1 DownloadAuthorizationHeader: not present analyticsData: not present allowDaemonConnectionRetries: 0
[DOWNLOAD_INFO] {addNewRateDataPoint} Download has not progressed since last update, however, download appears to be complete. Previous Total Downloaded: 0, Total Expected: 0	
01:29.704.494	Debug	cloudd (152)	_pthread_tsd_cleanup  0x2691	com.apple.c2	default	[<C2Session: 0x4fef11540> URLSession:<__NSURLBackgroundSession: 0x4feaf3840> task:BackgroundDataTask <D0FA110F-BEFD-4776-9AD3-24AF21553E5C>.<1> didSendBodyData:1,028 totalBytesSent:1,028 totalBytesExpectedToSend:18,446,744,073,709,551,615]	
01:29.704.661	Debug	cloudd (152)	_pthread_tsd_cleanup  0x2691	com.apple.cloudkit	Request	req: 70634F79-E4CF-476F-8AD7-ABD42A9BCB75, "URLSession:task:didSendBodyData: 1,028 totalBytesSent: 1,028 totalBytesExpectedToSend: 18,446,744,073,709,551,615"	
01:29.704.767	Info	runningboardd (33)	_dispatch_workloop_worker_thread  0x2267	com.apple.runningboard	message	PERF: Received request from [app<com.zumobi.msnbc((null))>:425] (euid 501, auid 501) (persona 9123D57A-D0E6-47C6-938F-C289AA99CB36): async_invalidateAssertionWithIdentifier:	
01:29.704.837	Default	runningboardd (33)	_dispatch_workloop_worker_thread  0x2267	com.apple.runningboard	ttl	Invalidating assertion 33-425-704 (target:[xpcservice<com.apple.WebKit.GPU([app<com.zumobi.msnbc((null))>:425])>{vt hash: 223737757}[uuid:A1AB06B4-FFA6-4AB1-A2D3-FF8739652594]:431](BERenderingVisibilitySink)) from originator [app<com.zumobi.msnbc((null))>:425]	
01:29.705.335	Info	SpringBoard (34)	_dispatch_workloop_worker_thread  0x2176	com.apple.runningboard	monitor	Update skipped for [app<com.zumobi.msnbc((null))>:425]	
01:29.705.602	Info	SpringBoard (34)	_dispatch_workloop_worker_thread  0x2176	com.apple.runningboard	monitor	Update skipped for [app<com.zumobi.msnbc((null))>:425]	
01:29.705.806	Info	SpringBoard (34)	_dispatch_workloop_worker_thread  0x2176	com.apple.runningboard	monitor	Update delivered for [xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:04D66527-4CC9-4DBD-AA0D-5D16F84C0CC3]:495] with taskState 3	
01:29.705.973	Info	SpringBoard (34)	_dispatch_workloop_worker_thread  0x2176	com.apple.runningboard	monitor	Update delivered for [xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:04D66527-4CC9-4DBD-AA0D-5D16F84C0CC3]:495] with taskState 4	
01:29.706.057	Info	SpringBoard (34)	_dispatch_workloop_worker_thread  0x2176	com.apple.runningboard	monitor	Update skipped for [xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:FB3DE72B-B0B4-4310-BC05-4EEDB1A64B69]:494]	
01:29.706.219	Info	SpringBoard (34)	_dispatch_workloop_worker_thread  0x2176	com.apple.runningboard	monitor	Update skipped for [xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:04D66527-4CC9-4DBD-AA0D-5D16F84C0CC3]:495]	
01:29.706.295	Info	SpringBoard (34)	_dispatch_workloop_worker_thread  0x2176	com.apple.runningboard	monitor	Update delivered for [osservice<com.apple.MediaRemoteUI>:493] with taskState 4	
01:29.706.367	Info	SpringBoard (34)	_dispatch_workloop_worker_thread  0x2176	com.apple.runningboard	monitor	Update skipped for [xpcservice<com.apple.MercuryPoster([osservice<com.apple.SpringBoard>:34])>{vt hash: 126936722}[uuid:00000000-0000-0000-0000-000000000001]:266]	
01:29.706.493	Default	appleh16camerad (137)	_dispatch_workloop_worker_thread  0x14b1	com.apple.isp	daemon	addClient_block_invoke - Photon Detector power on device returned 0

	
01:29.706.502	Default	News (425)	Main Thread  0x1a84	com.apple.WebKit	ViewState	0x116930000 (pageProxyID=83) -[WKWebView _didCommitLayerTree:] - received a commit (2) while deferring visible content rect updates (dynamicViewportUpdateMode 0, needsResetViewStateAfterCommitLoadForMainFrame 1 (wants commit 2), sizeChangedSinceLastVisibleContentRectUpdate 0, [_scrollView isZoomBouncing] 0, currentlyAdjustingScrollViewInsetsForKeyboard 0)	
01:29.706.547	Default	appleh16camerad (137)	_dispatch_workloop_worker_thread  0x14b1	com.apple.isp	daemon	New connection: pid <private>
	
01:29.706.567	Default	appleh16camerad (137)	_dispatch_workloop_worker_thread  0x14b1	com.apple.isp	daemon	Total number of connections: 1
	
01:29.706.584	Default	appleh16camerad (137)	_dispatch_workloop_worker_thread  0x14b1	com.apple.xpc	connection	[0x70c250140] activating connection: mach=0 listener=0 peer=1 name=com.apple.appleh16camerad.peer[68].0x70c250140	
01:29.706.621	Default	appleh16camerad (137)	start_wqthread  0x149f	com.apple.isp	general	H16ISPFlickerDetectorCreate - HWType = 10; pContext = 0x70c24c900 

	
01:29.706.626	Info	appleh16camerad (137)	_dispatch_workloop_worker_thread  0x14b1	com.apple.isp	daemon	getProperty - 100
	
01:29.706.644	Error	appleh16camerad (137)	_dispatch_workloop_worker_thread  0x14b1	com.apple.isp	daemon	getProperty: Incoming query from client (pid <private>), num pending requests = 1

	
01:29.706.651	Debug	News (425)	Main Thread  0x1a84	com.apple.CFBundle	strings	Bundle: <private>, key: CONTEXT_MENU_LOADING, value: Loading…, table: Localizable, localizationNames: , result: Loading…	
01:29.706.664	Info	appleh16camerad (137)	_dispatch_workloop_worker_thread  0x14b1	com.apple.isp	daemon	getProperty - 100 complete (res=0x0)

	
01:29.706.675	Error	appleh16camerad (137)	_dispatch_workloop_worker_thread  0x1994	com.apple.isp	photon	GetLuxInfo - GetLuxInfo: Scheduling the lux query on the serial queue
	
01:29.706.939	Default	News (425)	Main Thread  0x1a84	TaboolaSDK	Default	{"x":0.000000, "y":0.000000, "height":932.000000, "width":430.000000, "left":0.000000, "right":430.000000, "top":0.000000, "bottom":932.000000}	
01:29.707.539	Default	News (425)	Main Thread  0x1a84	com.apple.WebKit	ProcessSuspension	0x112005140 - [PID=494, throttler=0x112019e48] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'	
01:29.707.612	Debug	News (425)	Main Thread  0x1a84	com.apple.CFBundle	strings	Bundle: <private>, key: CONTEXT_MENU_LOADING, value: Loading…, table: Localizable, localizationNames: , result: Loading…	
01:29.707.651	Info	SpringBoard (34)	_dispatch_workloop_worker_thread  0x2176	com.apple.runningboard	monitor	Update skipped for [osservice<com.apple.MediaRemoteUI>:493]	
01:29.707.799	Info	SpringBoard (34)	_dispatch_workloop_worker_thread  0x2176	com.apple.runningboard	monitor	Update skipped for [osservice<com.apple.InputUI>:298]	
01:29.707.847	Default	appleh16camerad (137)	start_wqthread  0x149f	com.apple.isp	general	FlickerDetector: ArbiterClient resource access granted=1

	
01:29.707.884	Debug	appleh16camerad (137)	start_wqthread  0x149f	com.apple.coreaudio	audiocomp	AudioComponentPluginMgr.mm:1,213 findNext auou/hkip/appl -> 0x70c00d400 auou/hkip/appl/0x8000/0x0	
01:29.707.919	Debug	appleh16camerad (137)	start_wqthread  0x149f	com.apple.coreaudio	aurioc	AURemoteIO.cpp:321 AURemoteIO@0x70c21c040: constructing	
01:29.707.989	Debug	audiomxd (104)	start_wqthread  0x2852	com.apple.coreaudio	aurios	RemoteIOServer.cpp:1,804 AUIOServer_NewClient; personality=3	
01:29.708.080	Info	SpringBoard (34)	_dispatch_workloop_worker_thread  0x2176	com.apple.runningboard	monitor	Update skipped for [app<com.zumobi.msnbc((null))>:425]	
01:29.708.168	Info	SpringBoard (34)	_dispatch_workloop_worker_thread  0x2176	com.apple.runningboard	monitor	Update skipped for [osservice<com.apple.SpringBoard>:34]	
01:29.708.169	Debug	audiomxd (104)	start_wqthread  0x2852	com.apple.coreaudio	aqme	AQIONode.cpp:323 AQIONodeClient 0xc68f73880: 1	
01:29.708.201	Debug	appleh16camerad (137)	start_wqthread  0x149f	com.apple.coreaudio	aurioc	AURemoteIO.cpp:405 AURemoteIO::AURemoteIO: Server PID = 104	
01:29.708.239	Debug	appleh16camerad (137)	start_wqthread  0x149f	com.apple.coreaudio	aurioc	AURemoteIO.cpp:1,444 AURemoteIO(0x70c21c040)::SetupConverter: input  bus
  from:  1 ch,      0 Hz, Float32
    to:  2 ch,  48000 Hz, Float32, interleaved	
01:29.708.268	Debug	appleh16camerad (137)	start_wqthread  0x149f	com.apple.coreaudio	aurioc	AUIOHelper.cpp:30 AUIOHelper::Initialize	
01:29.708.298	Debug	appleh16camerad (137)	start_wqthread  0x149f	com.apple.coreaudio	aurioc	AURemoteIO.cpp:787 AURemoteIO(0x70c21c040)::SetProperty scope 0, elem 0, prop 2,005, 16 bytes: a8e117000100156800c9240c07000000	
01:29.708.320	Debug	appleh16camerad (137)	start_wqthread  0x149f	com.apple.coreaudio	aurioc	AURemoteIO.cpp:1,043 AURemoteIO@0x70c21c040: Initialize	
